# NK file for: SETFOS, Semiconducting Thin Film Optics Simulator (c)
# Setfos 6.0.2 (x64)  build 1457 | 2025-11-14
# Generated: 2025-11-19 10:17:35
# nm	n	k
300.0	2.5177	0.3858
310.0	2.4624	0.24473
320.0	2.3963	0.14452
330.0	2.3168	0.072944
340.0	2.2253	0.0064205
350.0	2.1795	0.018143
360.0	2.1359	0.014927
370.0	2.1022	0.012507
380.0	2.0763	0.012523
390.0	2.0554	0.010946
400.0	2.0363	0.010342
410.0	2.0203	0.0089487
420.0	2.0065	0.0095484
430.0	1.9953	0.0086407
440.0	1.9833	0.008016301
450.0	1.9747	0.0071324
460.0	1.9658	0.0075171
470.0	1.9581	0.0070122
480.0	1.9515	0.0062255
490.0	1.9453	0.0040506
500.0	1.9369	0.0044365
510.0	1.9294	0.0040372
520.0	1.9246	0.0024101
530.0	1.9241	0.0011548
540.0	1.9162	0.0028028
550.0	1.9131	0.0025893
560.0	1.9091	0.0019554
570.0	1.9073	0.0013169
580.0	1.9023	0.001394
590.0	1.8988	0.0010177
600.0	1.8973	0.0015459
610.0	1.8942	0.0021222
620.0	1.8921	0.0013289
630.0	1.8904	0.0017003
640.0	1.8878	0.0010397
650.0	1.8854	8.6698E-4
660.0	1.8835	8.5122E-4
670.0	1.8808	0.0
680.0	1.8795	6.3565E-4
690.0	1.8782	0.0
700.0	1.8762	2.7786E-5
710.0	1.8746	8.2508E-5
720.0	1.8735	0.0
730.0	1.8717	0.0
740.0	1.8713	0.0
750.0	1.8693	0.0
760.0	1.8684	0.0
770.0	1.8667	0.0
780.0	1.8654	0.0
790.0	1.8645	0.0
800.0	1.8625	0.0
810.0	1.8616	0.0
820.0	1.8609	0.0
830.0	1.8608	0.0
840.0	1.8594	0.0
850.0	1.8582	0.0
860.0	1.8577	0.0
870.0	1.8569	0.0
880.0	1.8558	0.0
890.0	1.8547	0.0
900.0	1.854	0.0
910.0	1.8535	0.0
920.0	1.8533	0.0
930.0	1.8523	0.0
940.0	1.8517	0.0
950.0	1.851	0.0
960.0	1.8505	0.0
970.0	1.85	0.0
980.0	1.8497	0.0
990.0	1.8487	0.0
1000.0	1.8482	0.0
1010.0	1.8477	0.0
1020.0	1.847199	0.0
1030.0	1.846699	0.0
1040.0	1.846198	0.0
1050.0	1.845697	0.0
1060.0	1.845196	0.0
1070.0	1.844695	0.0
1080.0	1.844194	0.0
1090.0	1.843693	0.0
1100.0	1.843191	0.0
1110.0	1.84269	0.0
1120.0	1.842188	0.0
1130.0	1.841686	0.0
1140.0	1.841184	0.0
1150.0	1.840682	0.0
1160.0	1.840179	0.0
1170.0	1.839677	0.0
1180.0	1.839174	0.0
1190.0	1.838672	0.0
1200.0	1.838169	0.0
1210.0	1.837666	0.0
1220.0	1.837163	0.0
1230.0	1.836659	0.0
1240.0	1.836156	0.0
1250.0	1.835652	0.0
1260.0	1.835149	0.0
1270.0	1.834645	0.0
1280.0	1.834141	0.0
1290.0	1.833637	0.0
1300.0	1.833133	0.0
1310.0	1.832628	0.0
1320.0	1.832124	0.0
1330.0	1.831619	0.0
1340.0	1.831114	0.0
1350.0	1.830609	0.0
1360.0	1.830104	0.0
1370.0	1.829599	0.0
1380.0	1.829094	0.0
1390.0	1.828588	0.0
1400.0	1.828082	0.0
1410.0	1.827577	0.0
1420.0	1.827071	0.0
1430.0	1.826565	0.0
1440.0	1.826059	0.0
1450.0	1.825552	0.0
1460.0	1.825046	0.0
1470.0	1.824539	0.0
1480.0	1.824032	0.0
1490.0	1.823525	0.0
1500.0	1.823018	0.0
1510.0	1.822511	0.0
1520.0	1.822004	0.0
1530.0	1.821496	0.0
1540.0	1.820989	0.0
1550.0	1.820481	0.0
1560.0	1.819973	0.0
1570.0	1.819465	0.0
1580.0	1.818957	0.0
1590.0	1.818449	0.0
1600.0	1.81794	0.0
1610.0	1.817432	0.0
1620.0	1.816923	0.0
1630.0	1.816414	0.0
1640.0	1.815905	0.0
1650.0	1.815396	0.0
1660.0	1.814887	0.0
1670.0	1.814377	0.0
1680.0	1.813868	0.0
1690.0	1.813358	0.0
1700.0	1.812848	0.0
